date,region_code,region,cases,deceased,tests,positive_tests,test_positivity,active_hospital_admissions,active_icu,population,acum14_cases,acum14_cases_per_100k,acum14_positive_tests,acum14_positive_tests_per_100k,acum7_positive_tests,acum7_positive_tests_per_100k,test_positivity_rate7,test_positivity_rate14,test7_av,acum14_deceased_per_1M,hosp14_average,aver14_positive_tests
2020-11-28,3,Eivissa,,,,13,,25,8,147914,,,219,"148,06",93,"62,87","3,68%","4,09%",,,"24,35714286","15,64285714"
2020-11-28,4,Formentera,,,,0,,,,12111,,,5,"41,28",1,"8,26","1,43%",,,,,
2020-11-29,0,Illes_Balears,150,0,1485,124,"8,35%",211,51,1149460,2463,"214,27",2400,"208,79",1244,"108,22","5,14%","4,95%",3458,"13,92","233,6428571","171,4285714"
2020-11-29,1,Mallorca,,,,120,,181,39,896038,,,2014,"224,77",1069,"119,30","5,80%","5,43%",,,"200,0714286","143,8571429"
2020-11-29,2,Menorca,,,,1,,6,4,93397,,,94,"100,65",50,"53,53","2,54%","2,79%",,,10,"6,714285714"
2020-11-29,3,Eivissa,,,,0,,24,8,147914,,,217,"146,71",88,"59,49","3,50%","4,06%",,,"23,57142857","15,5"
2020-11-29,4,Formentera,,,,0,,,,12111,,,5,"41,28",0,"0,00","0,00%",,,,,
2020-11-30,0,Illes_Balears,174,2,3282,151,"4,60%",205,48,1149460,2418,"210,36",2339,"203,49",1235,"107,44","5,20%","4,87%",3393,"10,44","236,7857143","167,0714286"
2020-11-30,1,Mallorca,,,,127,,176,38,896038,,,1970,"219,86",1061,"118,41","5,98%","5,35%",,,"203,9285714","140,7142857"
2020-11-30,2,Menorca,,,,6,,4,3,93397,,,84,"89,94",53,"56,75","2,59%","2,59%",,,"10,14285714",6
2020-11-30,3,Eivissa,,,,12,,25,7,147914,,,211,"142,65",81,"54,76","3,07%","3,97%",,,"22,71428571","15,07142857"
2020-11-30,4,Formentera,,,,0,,,,12111,,,5,"41,28",0,"0,00","0,00%",,,,,
2020-12-01,0,Illes_Balears,193,2,3684,209,"5,67%",194,45,1149460,2611,"227,15",2352,"204,62",1279,"111,27","5,51%","4,98%",3318,"12,18","242,2857143",168
2020-12-01,1,Mallorca,,,,183,,166,36,896038,,,2004,"223,65",1119,"124,88","6,28%","5,51%",,,"210,1428571","143,1428571"
2020-12-01,2,Menorca,,,,12,,5,3,93397,,,88,"94,22",52,"55,68","3,53%","2,86%",,,"10,14285714","6,285714286"
2020-12-01,3,Eivissa,,,,12,,23,6,147914,,,191,"129,13",72,"48,68","2,76%","3,69%",,,22,"13,64285714"
2020-12-01,4,Formentera,,,,0,,,,12111,,,5,"41,28",0,"0,00","0,00%",,,,,
2020-12-02,0,Illes_Balears,216,0,4523,229,"5,06%",187,42,1149460,2451,"213,23",2397,"208,53",1328,"115,53","5,52%","5,00%",3440,"11,31","247,5714286","171,2142857"
2020-12-02,1,Mallorca,,,,189,,161,34,896038,,,2045,"228,23",1148,"128,12","6,27%","5,57%",,,"216,0714286","146,0714286"
2020-12-02,2,Menorca,,,,9,,6,2,93397,,,95,"101,72",58,"62,10","3,80%","2,92%",,,"10,07142857","6,785714286"
2020-12-02,3,Eivissa,,,,23,,20,6,147914,,,188,"127,10",86,"58,14","2,97%","3,56%",,,"21,42857143","13,42857143"
2020-12-02,4,Formentera,,,,0,,,,12111,,,2,"16,51",0,"0,00","0,00%",,,,,
2020-12-03,0,Illes_Balears,263,2,4010,278,"6,93%",167,42,1149460,2536,"220,63",2504,"217,84",1367,"118,93","5,66%","5,17%",3453,"13,05","254,8571429","178,8571429"
2020-12-03,1,Mallorca,,,,241,,142,34,896038,,,2157,"240,73",1176,"131,24","6,29%","5,78%",,,"223,7857143","154,0714286"
2020-12-03,2,Menorca,,,,13,,7,2,93397,,,104,"111,35",60,"64,24","4,02%","3,02%",,,10,"7,428571429"
2020-12-03,3,Eivissa,,,,15,,18,6,147914,,,173,"116,96",91,"61,52","3,48%","3,46%",,,"21,07142857","12,35714286"
2020-12-03,4,Formentera,,,,0,,,,12111,,,1,"8,26",0,"0,00","0,00%",,,,,
2020-12-04,0,Illes_Balears,268,0,3718,219,"5,89%",163,43,1149460,2622,"228,11",2601,"226,28",1401,"121,88","5,75%","5,38%",3480,"13,05","262,9285714","185,7857143"
2020-12-04,1,Mallorca,,,,185,,140,34,896038,,,2236,"249,54",1214,"135,49","6,36%","6,02%",,,"232,2142857","159,7142857"
2020-12-04,2,Menorca,,,,20,,7,3,93397,,,118,"126,34",66,"70,67","4,55%","3,39%",,,"9,857142857","8,428571429"
2020-12-04,3,Eivissa,,,,7,,16,6,147914,,,173,"116,96",82,"55,44","3,40%","3,47%",,,"20,85714286","12,35714286"
2020-12-04,4,Formentera,,,,0,,,,12111,,,1,"8,26",0,"0,00","0,00%",,,,,
2020-12-05,0,Illes_Balears,208,0,2877,176,"6,12%",157,45,1149460,2699,"234,81",2637,"229,41",1386,"120,58","5,88%","5,46%",3368,"13,05","272,0714286","188,3571429"
2020-12-05,1,Mallorca,,,,153,,135,36,896038,,,2269,"253,23",1198,"133,70","6,43%","6,04%",,,"241,5714286","162,0714286"
2020-12-05,2,Menorca,,,,19,,7,3,93397,,,130,"139,19",80,"85,66","5,70%","3,84%",,,"9,714285714","9,285714286"
2020-12-05,3,Eivissa,,,,1,,15,6,147914,,,163,"110,20",70,"47,32","3,21%","3,47%",,,"20,78571429","11,64285714"
2020-12-05,4,Formentera,,,,0,,,,12111,,,1,"8,26",0,"0,00","0,00%",,,,,
2020-12-06,0,Illes_Balears,0,0,3721,202,"5,43%",168,45,1149460,2577,"224,19",2708,"235,59",1464,"127,36","5,67%","5,41%",3688,"13,05","282,1428571","193,4285714"
2020-12-06,1,Mallorca,,,,179,,146,36,896038,,,2326,"259,59",1257,"140,28","6,26%","6,04%",,,"251,7857143","166,1428571"
2020-12-06,2,Menorca,,,,2,,7,3,93397,,,131,"140,26",81,"86,73","5,17%","3,70%",,,"9,642857143","9,357142857"
2020-12-06,3,Eivissa,,,,15,,15,6,147914,,,173,"116,96",85,"57,47","3,08%","3,28%",,,"20,71428571","12,35714286"
2020-12-06,4,Formentera,,,,2,,,,12111,,,2,"16,51",2,"16,51","2,04%",,,,,
2020-12-07,0,Illes_Balears,399,0,3011,197,"6,54%",174,44,1149460,2835,"246,64",2745,"238,81",1510,"131,37","5,91%","5,57%",3649,"12,18","292,6428571","196,0714286"
2020-12-07,1,Mallorca,,,,179,,147,36,896038,,,2370,"264,50",1309,"146,09","6,49%","6,25%",,,"262,7857143","169,2857143"
2020-12-07,2,Menorca,,,,6,,8,3,93397,,,134,"143,47",81,"86,73","5,00%","3,65%",,,"9,5","9,571428571"
2020-12-07,3,Eivissa,,,,3,,19,5,147914,,,157,"106,14",76,"51,38","3,18%","3,12%",,,"20,35714286","11,21428571"
2020-12-07,4,Formentera,,,,0,,,,12111,,,2,"16,51",2,"16,51","2,70%",,,,,
2020-12-08,0,Illes_Balears,189,0,4824,213,"4,42%",190,48,1149460,2832,"246,38",2793,"242,98",1514,"131,71","5,67%","5,60%",3812,"11,31","301,3571429","199,5"
2020-12-08,1,Mallorca,,,,189,,164,40,896038,,,2434,"271,64",1315,"146,76","6,23%","6,25%",,,"272,2857143","173,8571429"
2020-12-08,2,Menorca,,,,14,,8,3,93397,,,135,"144,54",83,"88,87","3,97%","3,78%",,,"9,357142857","9,642857143"
2020-12-08,3,Eivissa,,,,3,,18,5,147914,,,139,"93,97",67,"45,30","3,09%","2,91%",,,"19,71428571","9,928571429"
2020-12-08,4,Formentera,,,,1,,,,12111,,,3,"24,77",3,"24,77","3,75%",,,,,
2020-12-09,0,Illes_Balears,238,1,4482,327,"7,30%",192,51,1149460,2894,"251,77",2940,"255,77",1612,"140,24","6,05%","5,80%",3806,"10,44","309,2142857",210
2020-12-09,1,Mallorca,,,,300,,162,43,896038,,,2574,"287,26",1426,"159,15","6,71%","6,51%",,,"281,4285714","183,8571429"
2020-12-09,2,Menorca,,,,11,,10,3,93397,,,143,"153,11",85,"91,01","4,14%","4,00%",,,"8,857142857","10,21428571"
2020-12-09,3,Eivissa,,,,7,,20,5,147914,,,137,"92,62",51,"34,48","2,62%","2,83%",,,"18,92857143","9,785714286"
2020-12-09,4,Formentera,,,,1,,,,12111,,,4,"33,03",4,"33,03","5,13%",,,,,
2020-12-10,0,Illes_Balears,303,1,6812,325,"4,77%",192,53,1149460,2967,"258,12",3026,"263,25",1659,"144,33","5,63%","5,64%",4206,"11,31","316,9285714","216,1428571"
2020-12-10,1,Mallorca,,,,290,,164,45,896038,,,2651,"295,86",1475,"164,61","6,16%","6,22%",,,"290,2857143","189,3571429"
2020-12-10,2,Menorca,,,,10,,10,3,93397,,,142,"152,04",82,"87,80","3,96%","3,99%",,,"8,357142857","10,14285714"
2020-12-10,3,Eivissa,,,,12,,18,5,147914,,,139,"93,97",48,"32,45","2,38%","3,00%",,,"18,28571429","9,928571429"
2020-12-10,4,Formentera,,,,1,,,,12111,,,5,"41,28",5,"41,28","5,75%",,,,,
2020-12-11,0,Illes_Balears,317,2,3807,313,"8,22%",186,51,1149460,3107,"270,30",3154,"274,39",1753,"152,51","5,94%","5,85%",4219,"8,70","327,2857143","225,2857143"
2020-12-11,1,Mallorca,,,,283,,165,43,896038,,,2787,"311,04",1573,"175,55","6,51%","6,45%",,,"301,3571429","199,0714286"
2020-12-11,2,Menorca,,,,7,,7,3,93397,,,135,"144,54",69,"73,88","3,37%","3,86%",,,"8,214285714","9,642857143"
2020-12-11,3,Eivissa,,,,10,,14,5,147914,,,133,"89,92",51,"34,48","2,66%","3,07%",,,"17,71428571","9,5"
2020-12-11,4,Formentera,,,,4,,,,12111,,,9,"74,31",9,"74,31","8,74%",,,,,
2020-12-12,0,Illes_Balears,295,0,4345,360,"8,29%",208,51,1149460,3213,"279,52",3323,"289,09",1937,"168,51","6,25%","6,09%",4429,"8,70","336,0714286","237,3571429"
2020-12-12,1,Mallorca,,,,328,,185,44,896038,,,2946,"328,78",1748,"195,08","6,94%","6,72%",,,"310,9285714","210,4285714"
2020-12-12,2,Menorca,,,,15,,7,3,93397,,,145,"155,25",65,"69,60","2,98%","4,04%",,,"8,071428571","10,35714286"
2020-12-12,3,Eivissa,,,,12,,16,4,147914,,,132,"89,24",62,"41,92","2,85%","3,03%",,,"17,07142857","9,428571429"
2020-12-12,4,Formentera,,,,1,,,,12111,,,10,"82,57",10,"82,57","9,26%",,,,,
2020-12-13,0,Illes_Balears,355,0,2675,228,"8,52%",227,53,1149460,3418,"297,36",3427,"298,14",1963,"170,78","6,55%","6,14%",4279,"8,70","346,1428571","244,7857143"
2020-12-13,1,Mallorca,,,,216,,203,46,896038,,,3042,"339,49",1785,"199,21","7,18%","6,77%",,,"321,7857143","217,2857143"
2020-12-13,2,Menorca,,,,0,,7,3,93397,,,144,"154,18",63,"67,45","3,11%","4,00%",,,"7,857142857","10,28571429"
2020-12-13,3,Eivissa,,,,3,,17,4,147914,,,135,"91,27",50,"33,80","3,06%","3,07%",,,"16,5","9,642857143"
2020-12-13,4,Formentera,,,,0,,,,12111,,,10,"82,57",8,"66,06","10,67%",,,,,
2020-12-14,0,Illes_Balears,300,2,5019,365,"7,27%",245,52,1149460,3544,"308,32",3641,"316,76",2131,"185,39","6,67%","6,33%",4566,"8,70","355,3571429","260,0714286"
2020-12-14,1,Mallorca,,,,325,,222,46,896038,,,3240,"361,59",1931,"215,50","7,30%","6,95%",,,"331,5714286","231,4285714"
2020-12-14,2,Menorca,,,,18,,6,3,93397,,,156,"167,03",75,"80,30","3,47%","4,12%",,,"7,714285714","11,14285714"
2020-12-14,3,Eivissa,,,,14,,17,3,147914,,,137,"92,62",61,"41,24","3,34%","3,25%",,,"16,07142857","9,785714286"
2020-12-14,4,Formentera,,,,0,,,,12111,,,10,"82,57",8,"66,06","8,08%",,,,,
2020-12-15,0,Illes_Balears,401,3,6042,456,"7,55%",263,53,1149460,3752,"326,41",3888,"338,25",2374,"206,53","7,15%","6,49%",4740,"9,57",363,"277,7142857"
2020-12-15,1,Mallorca,,,,394,,242,47,896038,,,3451,"385,14",2136,"238,38","7,77%","7,10%",,,"339,3571429","246,5"
2020-12-15,2,Menorca,,,,8,,5,3,93397,,,152,"162,75",69,"73,88","3,39%","3,68%",,,"7,642857143","10,85714286"
2020-12-15,3,Eivissa,,,,25,,16,3,147914,,,150,"101,41",83,"56,11","4,11%","3,58%",,,16,"10,71428571"
2020-12-15,4,Formentera,,,,15,,,,12111,,,25,"206,42",22,"181,65","17,89%",,,,,
2020-12-16,0,Illes_Balears,392,2,6208,551,"8,88%",248,55,1149460,3928,"341,73",4210,"366,26",2598,"226,02","7,44%","6,84%",4987,"11,31","370,5","300,7142857"
2020-12-16,1,Mallorca,,,,500,,229,49,896038,,,3762,"419,85",2336,"260,70","8,05%","7,49%",,,"347,1428571","268,7142857"
2020-12-16,2,Menorca,,,,11,,4,3,93397,,,154,"164,89",69,"73,88","3,26%","3,69%",,,"7,357142857",11
2020-12-16,3,Eivissa,,,,22,,15,3,147914,,,149,"100,73",98,"66,25","4,55%","3,64%",,,16,"10,64285714"
2020-12-16,4,Formentera,,,,4,,,,12111,,,29,"239,45",25,"206,42","16,13%",,,,,
2020-12-17,0,Illes_Balears,458,3,6180,526,"8,51%",258,53,1149460,4123,"358,69",4458,"387,83",2799,"243,51","8,17%","7,00%",4897,"12,18","377,4285714","318,4285714"
2020-12-17,1,Mallorca,,,,470,,237,47,896038,,,3991,"445,41",2516,"280,79","8,90%","7,64%",,,"354,5","285,0714286"
2020-12-17,2,Menorca,,,,10,,5,3,93397,,,151,"161,68",69,"73,88","3,32%","3,64%",,,7,"10,78571429"
2020-12-17,3,Eivissa,,,,18,,16,3,147914,,,152,"102,76",104,"70,31","4,78%","3,63%",,,"15,92857143","10,85714286"
2020-12-17,4,Formentera,,,,11,,,,12111,,,40,"330,28",35,"288,99","19,44%",,,,,
2020-12-18,0,Illes_Balears,514,4,6175,561,"9,09%",267,52,1149460,4369,"380,09",4800,"417,59",3047,"265,08","8,32%","7,25%",5235,"15,66","384,0714286","342,8571429"
2020-12-18,1,Mallorca,,,,508,,246,46,896038,,,4314,"481,45",2741,"305,90","9,15%","7,97%",,,"361,1428571","308,1428571"
2020-12-18,2,Menorca,,,,14,,5,3,93397,,,145,"155,25",76,"81,37","3,03%","3,18%",,,"6,714285714","10,35714286"
2020-12-18,3,Eivissa,,,,17,,16,3,147914,,,162,"109,52",111,"75,04","4,91%","3,88%",,,"16,21428571","11,57142857"
2020-12-18,4,Formentera,,,,7,,,,12111,,,47,"388,08",38,"313,76","18,27%",,,,,
2020-12-19,0,Illes_Balears,419,0,6364,420,"6,60%",278,52,1149460,4580,"398,45",5044,"438,81",3107,"270,30","8,04%","7,24%",5523,"15,66","389,9285714","360,2857143"
2020-12-19,1,Mallorca,,,,388,,255,47,896038,,,4549,"507,68",2801,"312,60","8,83%","7,99%",,,"367,0714286","324,9285714"
2020-12-19,2,Menorca,,,,4,,6,2,93397,,,130,"139,19",65,"69,60","2,60%","2,78%",,,"6,428571429","9,285714286"
2020-12-19,3,Eivissa,,,,8,,17,3,147914,,,169,"114,26",107,"72,34","4,52%","3,72%",,,"16,42857143","12,07142857"
2020-12-19,4,Formentera,,,,4,,,,12111,,,51,"421,10",41,"338,54","17,23%",,,,,
2020-12-20,0,Illes_Balears,457,1,3718,352,"9,47%",301,53,1149460,5037,"438,21",5194,"451,86",3231,"281,09","8,14%","7,46%",5672,"16,53","395,5",371
2020-12-20,1,Mallorca,,,,333,,277,48,896038,,,4703,"524,87",2918,"325,66","8,92%","8,17%",,,"372,6428571","335,9285714"
2020-12-20,2,Menorca,,,,1,,7,2,93397,,,129,"138,12",66,"70,67","2,66%","2,86%",,,"6,071428571","9,214285714"
2020-12-20,3,Eivissa,,,,3,,17,3,147914,,,157,"106,14",107,"72,34","4,52%","3,93%",,,"16,78571429","11,21428571"
2020-12-20,4,Formentera,,,,1,,,,12111,,,50,"412,85",42,"346,79","17,80%",,,,,
2020-12-21,0,Illes_Balears,502,5,5633,451,"8,01%",308,57,1149460,5140,"447,17",5448,"473,96",3317,"288,57","8,23%","7,54%",5760,"20,88","401,8571429","389,1428571"
2020-12-21,1,Mallorca,,,,403,,286,51,896038,,,4927,"549,87",2996,"334,36","9,04%","8,27%",,,"378,5","351,9285714"
2020-12-21,2,Menorca,,,,4,,7,2,93397,,,127,"135,98",52,"55,68","2,20%","2,81%",,,"5,785714286","9,071428571"
2020-12-21,3,Eivissa,,,,25,,15,4,147914,,,179,"121,02",118,"79,78","4,79%","4,17%",,,"17,57142857","12,78571429"
2020-12-21,4,Formentera,,,,3,,,,12111,,,53,"437,62",45,"371,56","18,60%",,,,,
2020-12-22,0,Illes_Balears,476,0,7350,639,"8,69%",305,55,1149460,5427,"472,13",5874,"511,02",3500,"304,49","8,41%","7,85%",5947,"20,88","408,5714286","419,5714286"
2020-12-22,1,Mallorca,,,,583,,287,50,896038,,,5321,"593,84",3185,"355,45","9,25%","8,60%",,,"384,3571429","380,0714286"
2020-12-22,2,Menorca,,,,16,,7,2,93397,,,129,"138,12",60,"64,24","2,47%","2,89%",,,"5,5","9,214285714"
2020-12-22,3,Eivissa,,,,10,,11,3,147914,,,186,"125,75",103,"69,64","4,50%","4,31%",,,"18,71428571","13,28571429"
2020-12-22,4,Formentera,,,,8,,,,12111,,,60,"495,42",38,"313,76","16,10%",,,,,
2020-12-23,0,Illes_Balears,526,4,6173,498,"8,07%",296,57,1149460,5715,"497,19",6045,"525,90",3447,"299,88","8,29%","7,90%",5942,"23,49","415,0714286","431,7857143"
2020-12-23,1,Mallorca,,,,434,,281,52,896038,,,5455,"608,79",3119,"348,09","9,12%","8,63%",,,"389,7142857","389,6428571"
2020-12-23,2,Menorca,,,,21,,4,2,93397,,,139,"148,83",70,"74,95","2,82%","3,02%",,,"5,5","9,928571429"
2020-12-23,3,Eivissa,,,,25,,11,3,147914,,,204,"137,92",106,"71,66","4,51%","4,53%",,,"19,85714286","14,57142857"
2020-12-23,4,Formentera,,,,5,,,,12111,,,64,"528,45",39,"322,02","15,66%",,,,,
2020-12-24,0,Illes_Balears,0,0,5430,366,"6,74%",296,57,1149460,5412,"470,83",6086,"529,47",3287,"285,96","8,05%","8,10%",5835,"22,62","421,5","434,7142857"
2020-12-24,1,Mallorca,,,,312,,281,52,896038,,,5477,"611,25",2961,"330,45","8,97%","8,94%",,,"394,5714286","391,2142857"
2020-12-24,2,Menorca,,,,6,,4,2,93397,,,135,"144,54",66,"70,67","2,34%","2,76%",,,"5,642857143","9,642857143"
2020-12-24,3,Eivissa,,,,20,,11,3,147914,,,212,"143,33",108,"73,02","4,45%","4,60%",,,"21,28571429","15,14285714"
2020-12-24,4,Formentera,,,,13,,,,12111,,,76,"627,53",41,"338,54","16,14%",,,,,
2020-12-25,0,Illes_Balears,877,3,2715,259,"9,54%",317,65,1149460,5972,"519,55",6032,"524,77",2985,"259,69","7,98%","8,15%",5340,"23,49","425,7142857","430,8571429"
2020-12-25,1,Mallorca,,,,248,,303,60,896038,,,5442,"607,34",2701,"301,44","8,79%","8,97%",,,"397,2857143","388,7142857"
2020-12-25,2,Menorca,,,,1,,6,2,93397,,,129,"138,12",53,"56,75","2,38%","2,72%",,,"5,571428571","9,214285714"
2020-12-25,3,Eivissa,,,,4,,8,3,147914,,,206,"139,27",95,"64,23","4,49%","4,71%",,,"22,85714286","14,71428571"
2020-12-25,4,Formentera,,,,0,,,,12111,,,72,"594,50",34,"280,74","16,43%",,,,,
2020-12-26,0,Illes_Balears,0,0,5443,475,"8,73%",317,65,1149460,5677,"493,88",6147,"534,77",3040,"264,47","8,34%","8,18%",5209,"23,49","431,1428571","439,0714286"
2020-12-26,1,Mallorca,,,,432,,303,60,896038,,,5546,"618,95",2745,"306,35","9,16%","8,99%",,,"400,7857143","396,1428571"
2020-12-26,2,Menorca,,,,11,,6,2,93397,,,125,"133,84",60,"64,24","2,59%","2,60%",,,"5,642857143","8,928571429"
2020-12-26,3,Eivissa,,,,24,,8,3,147914,,,218,"147,38",111,"75,04","5,63%","5,03%",,,"24,71428571","15,57142857"
2020-12-26,4,Formentera,,,,0,,,,12111,,,71,"586,24",30,"247,71","17,05%",,,,,
2020-12-27,0,Illes_Balears,646,2,3795,345,"9,09%",340,81,1149460,5968,"519,20",6264,"544,95",3033,"263,86","8,30%","8,22%",5220,"25,23","435,8571429","447,4285714"
2020-12-27,1,Mallorca,,,,320,,327,74,896038,,,5650,"630,55",2732,"304,90","9,15%","9,03%",,,"403,3571429","403,5714286"
2020-12-27,2,Menorca,,,,4,,5,2,93397,,,129,"138,12",63,"67,45","2,54%","2,60%",,,"5,857142857","9,214285714"
2020-12-27,3,Eivissa,,,,5,,8,5,147914,,,220,"148,74",113,"76,40","5,73%","5,07%",,,"26,64285714","15,71428571"
2020-12-27,4,Formentera,,,,0,,,,12111,,,71,"586,24",29,"239,45","16,57%",,,,,
2020-12-28,0,Illes_Balears,601,3,5619,498,"8,86%",343,83,1149460,6269,"545,39",6397,"556,52",3080,"267,95","8,43%","8,32%",5218,"26,10",440,"456,9285714"
2020-12-28,1,Mallorca,,,,416,,329,76,896038,,,5741,"640,71",2745,"306,35","9,20%","9,12%",,,"405,0714286","410,0714286"
2020-12-28,2,Menorca,,,,28,,5,2,93397,,,139,"148,83",87,"93,15","3,38%","2,82%",,,"6,142857143","9,928571429"
2020-12-28,3,Eivissa,,,,29,,9,5,147914,,,235,"158,88",117,"79,10","6,05%","5,34%",,,"28,78571429","16,78571429"
2020-12-28,4,Formentera,,,,4,,,,12111,,,75,"619,27",30,"247,71","13,27%",,,,,
2020-12-29,0,Illes_Balears,548,4,5466,589,"10,78%",338,85,1149460,6416,"558,18",6530,"568,09",3030,"263,60","8,75%","8,56%",4949,"26,97","443,7857143","466,4285714"
2020-12-29,1,Mallorca,,,,499,,321,77,896038,,,5846,"652,43",2661,"296,97","9,49%","9,36%",,,"406,3571429","417,5714286"
2020-12-29,2,Menorca,,,,9,,5,2,93397,,,140,"149,90",80,"85,66","3,43%","2,94%",,,"6,571428571",10
2020-12-29,3,Eivissa,,,,55,,12,6,147914,,,265,"179,16",162,"109,52","7,25%","5,86%",,,"30,85714286","18,92857143"
2020-12-29,4,Formentera,,,,5,,,,12111,,,65,"536,70",27,"222,94","11,34%",,,,,
2020-12-30,0,Illes_Balears,596,4,5690,556,"9,77%",324,84,1149460,6620,"575,92",6535,"568,53",3088,"268,65","9,04%","8,63%",4880,"28,71","448,6428571","466,7857143"
2020-12-30,1,Mallorca,,,,455,,311,76,896038,,,5801,"647,41",2682,"299,32","9,67%","9,36%",,,"407,5714286","414,3571429"
2020-12-30,2,Menorca,,,,14,,1,2,93397,,,143,"153,11",73,"78,16","3,21%","3,01%",,,"7,428571429","10,21428571"
2020-12-30,3,Eivissa,,,,64,,12,6,147914,,,307,"207,55",201,"135,89","9,12%","6,74%",,,"33,64285714","21,92857143"
2020-12-30,4,Formentera,,,,3,,,,12111,,,64,"528,45",25,"206,42","12,63%",,,,,
2020-12-31,0,Illes_Balears,0,0,4672,579,"12,39%",324,84,1149460,6162,"536,08",6588,"573,14",3301,"287,18","9,88%","8,87%",4771,"26,10","454,3571429","470,5714286"
2020-12-31,1,Mallorca,,,,443,,311,76,896038,,,5774,"644,39",2813,"313,94","10,40%","9,61%",,,409,"412,4285714"
2020-12-31,2,Menorca,,,,20,,1,2,93397,,,153,"163,82",87,"93,15","4,44%","3,20%",,,"8,285714286","10,92857143"
2020-12-31,3,Eivissa,,,,89,,12,6,147914,,,378,"255,55",270,"182,54","11,18%","7,81%",,,"37,07142857",27
2020-12-31,4,Formentera,,,,5,,,,12111,,,58,"478,90",17,"140,37","8,85%",,,,,
2021-01-01,0,Illes_Balears,994,6,2705,271,"10,02%",323,89,1149460,6642,"577,84",6298,"547,91",3313,"288,22","9,92%","8,90%",4770,"27,84","461,1428571","449,8571429"
2021-01-01,1,Mallorca,,,,258,,304,81,896038,,,5524,"616,49",2823,"315,05","10,45%","9,57%",,,"411,5714286","394,5714286"
2021-01-01,2,Menorca,,,,1,,2,2,93397,,,140,"149,90",87,"93,15","4,46%","3,35%",,,9,10
2021-01-01,3,Eivissa,,,,8,,17,6,147914,,,369,"249,47",274,"185,24","11,31%","8,13%",,,"40,57142857","26,35714286"
2021-01-01,4,Formentera,,,,0,,,,12111,,,51,"421,10",17,"140,37","8,95%",,,,,
2021-01-02,0,Illes_Balears,0,0,3702,424,"11,45%",323,89,1149460,6223,"541,38",6302,"548,26",3262,"283,79","10,31%","9,25%",4521,"27,84","469,7857143","450,1428571"
2021-01-02,1,Mallorca,,,,328,,304,81,896038,,,5464,"609,80",2719,"303,45","10,77%","9,90%",,,"415,4285714","390,2857143"
2021-01-02,2,Menorca,,,,16,,2,2,93397,,,152,"162,75",92,"98,50","4,89%","3,62%",,,"9,714285714","10,85714286"
2021-01-02,3,Eivissa,,,,62,,17,6,147914,,,423,"285,98",312,"210,93","12,49%","9,47%",,,"44,64285714","30,21428571"
2021-01-02,4,Formentera,,,,0,,,,12111,,,47,"388,08",17,"140,37","8,99%",,,,,
2021-01-03,0,Illes_Balears,870,1,3181,346,"10,88%",337,95,1149460,6636,"577,31",6296,"547,74",3263,"283,87","10,51%","9,32%",4434,"27,84","479,2142857","449,7142857"
2021-01-03,1,Mallorca,,,,314,,319,84,896038,,,5445,"607,68",2713,"302,78","10,99%","9,98%",,,"419,9285714","388,9285714"
2021-01-03,2,Menorca,,,,4,,1,3,93397,,,155,"165,96",92,"98,50","5,08%","3,61%",,,"10,21428571","11,07142857"
2021-01-03,3,Eivissa,,,,19,,17,8,147914,,,439,"296,79",326,"220,40","12,88%","9,75%",,,"49,07142857","31,35714286"
2021-01-03,4,Formentera,,,,1,,,,12111,,,47,"388,08",18,"148,63","9,47%",,,,,
2021-01-04,0,Illes_Balears,500,4,5509,576,"10,46%",352,102,1149460,6634,"577,14",6421,"558,61",3341,"290,66","10,80%","9,52%",4418,"26,97","487,5","458,6428571"
2021-01-04,1,Mallorca,,,,458,,327,92,896038,,,5500,"613,81",2755,"307,46","11,17%","10,09%",,,"422,6428571","392,8571429"
2021-01-04,2,Menorca,,,,43,,2,3,93397,,,194,"207,72",107,"114,56","5,97%","4,44%",,,"10,78571429","13,85714286"
2021-01-04,3,Eivissa,,,,59,,23,7,147914,,,473,"319,78",356,"240,68","13,67%","10,42%",,,"54,07142857","33,78571429"
2021-01-04,4,Formentera,,,,1,,,,12111,,,45,"371,56",15,"123,85","11,81%",,,,,
2021-01-05,0,Illes_Balears,0,0,8029,655,"8,16%",352,102,1149460,6158,"535,73",6437,"560,00",3407,"296,40","10,17%","9,45%",4784,"26,97","495,2142857","459,7857143"
2021-01-05,1,Mallorca,,,,530,,327,92,896038,,,5447,"607,90",2786,"310,92","10,34%","9,91%",,,"423,8571429","389,0714286"
2021-01-05,2,Menorca,,,,18,,2,3,93397,,,196,"209,86",116,"124,20","6,32%","4,70%",,,"11,5",14
2021-01-05,3,Eivissa,,,,93,,23,7,147914,,,556,"375,89",394,"266,37","13,89%","10,97%",,,"59,85714286","39,71428571"
2021-01-05,4,Formentera,,,,1,,,,12111,,,38,"313,76",11,"90,83","11,34%",,,,,
2021-01-06,0,Illes_Balears,1097,0,3443,333,"9,67%",343,101,1149460,6729,"585,41",6272,"545,65",3184,"277,00","10,19%","9,59%",4463,"23,49","504,8571429",448
2021-01-06,1,Mallorca,,,,282,,318,90,896038,,,5295,"590,93",2613,"291,62","10,25%","9,95%",,,"426,2857143","378,2142857"
2021-01-06,2,Menorca,,,,10,,3,3,93397,,,185,"198,08",112,"119,92","7,01%","4,78%",,,"12,21428571","13,21428571"
