date,region_code,region,cases,deceased,tests,positive_tests,test_positivity,active_hospital_admissions,active_icu,population,acum14_cases,acum14_cases_per_100k,acum14_positive_tests,acum14_positive_tests_per_100k,acum7_positive_tests,acum7_positive_tests_per_100k,test_positivity_rate7,test_positivity_rate14,test7_av,acum14_deceased_per_1M,hosp14_average,aver14_positive_tests
2021-02-14,2,Menorca,,,,0,,5,4,93397,,,104,"111,35",23,"24,63","1,81%","3,18%",,,"5,285714286","7,428571429"
2021-02-14,3,Eivissa,,,,8,,87,22,147914,,,930,"628,74",273,"184,57","7,34%","6,38%",,,"79,5","66,42857143"
2021-02-14,4,Formentera,,,,0,,,,12111,,,23,"189,91",10,"82,57","9,52%",,,,,
2021-02-15,0,Illes_Balears,128,4,3478,125,"3,59%",196,87,1149460,2514,"218,71",2037,"177,21",797,"69,34","3,43%","3,78%",3315,"60,03","196,3571429","145,5"
2021-02-15,1,Mallorca,,,,78,,104,63,896038,,,1087,"121,31",507,"56,58","3,07%","3,21%",,,"115,4285714","77,64285714"
2021-02-15,2,Menorca,,,,1,,4,4,93397,,,74,"79,23",21,"22,48","1,73%","2,33%",,,5,"5,285714286"
2021-02-15,3,Eivissa,,,,42,,88,20,147914,,,818,"553,02",253,"171,05","7,72%","6,34%",,,"75,92857143","58,42857143"
2021-02-15,4,Formentera,,,,0,,,,12111,,,17,"140,37",5,"41,28","5,32%",,,,,
2021-02-16,0,Illes_Balears,129,2,3115,91,"2,92%",180,80,1149460,2322,"202,01",1810,"157,47",702,"61,07","3,16%","3,49%",3177,"56,55","187,9285714","129,2857143"
2021-02-16,1,Mallorca,,,,53,,93,58,896038,,,1010,"112,72",457,"51,00","2,86%","3,07%",,,"110,5","72,14285714"
2021-02-16,2,Menorca,,,,0,,4,4,93397,,,55,"58,89",13,"13,92","1,08%","2,00%",,,"4,642857143","3,928571429"
2021-02-16,3,Eivissa,,,,34,,83,18,147914,,,691,"467,16",215,"145,35","7,62%","5,72%",,,"72,78571429","49,35714286"
2021-02-16,4,Formentera,,,,3,,,,12111,,,18,"148,63",6,"49,54","6,32%",,,,,
2021-02-17,0,Illes_Balears,118,3,3507,90,"2,57%",159,78,1149460,2124,"184,78",1673,"145,55",688,"59,85","3,09%","3,30%",3180,"52,20","180,8571429","119,5"
2021-02-17,1,Mallorca,,,,57,,80,57,896038,,,961,"107,25",438,"48,88","2,69%","2,95%",,,"106,5","68,64285714"
2021-02-17,2,Menorca,,,,3,,3,3,93397,,,40,"42,83",13,"13,92","1,18%","1,56%",,,"4,357142857","2,857142857"
2021-02-17,3,Eivissa,,,,30,,76,18,147914,,,625,"422,54",220,"148,74","8,50%","5,50%",,,70,"44,64285714"
2021-02-17,4,Formentera,,,,0,,,,12111,,,16,"132,11",6,"49,54","5,45%",,,,,
2021-02-18,0,Illes_Balears,92,3,3338,82,"2,46%",155,75,1149460,1975,"171,82",1591,"138,41",657,"57,16","3,07%","3,21%",3057,"50,46","172,9285714","113,6428571"
2021-02-18,1,Mallorca,,,,63,,79,55,896038,,,940,"104,91",442,"49,33","2,84%","2,89%",,,102,"67,14285714"
2021-02-18,2,Menorca,,,,0,,3,3,93397,,,37,"39,62",8,"8,57","0,86%","1,55%",,,"4,071428571","2,642857143"
2021-02-18,3,Eivissa,,,,18,,73,17,147914,,,574,"388,06",194,"131,16","7,46%","5,50%",,,"66,85714286",41
2021-02-18,4,Formentera,,,,0,,,,12111,,,14,"115,60",5,"41,28","5,15%",,,,,
2021-02-19,0,Illes_Balears,87,0,3313,85,"2,57%",144,72,1149460,1852,"161,12",1492,"129,80",597,"51,94","2,82%","3,08%",3024,"46,98","165,9285714","106,5714286"
2021-02-19,1,Mallorca,,,,52,,69,53,896038,,,926,"103,34",396,"44,19","2,59%","2,85%",,,"98,42857143","66,14285714"
2021-02-19,2,Menorca,,,,0,,3,3,93397,,,34,"36,40",6,"6,42","0,68%","1,55%",,,"3,714285714","2,428571429"
2021-02-19,3,Eivissa,,,,30,,72,16,147914,,,495,"334,65",181,"122,37","6,76%","5,28%",,,"63,78571429","35,35714286"
2021-02-19,4,Formentera,,,,0,,,,12111,,,13,"107,34",3,"24,77","3,23%",,,,,
2021-02-20,0,Illes_Balears,65,0,2416,55,"2,28%",146,70,1149460,1917,"166,77",1395,"121,36",578,"50,28","2,77%","3,05%",2986,"46,98","158,9285714","99,64285714"
2021-02-20,1,Mallorca,,,,44,,74,51,896038,,,885,"98,77",388,"43,30","2,56%","2,82%",,,"94,57142857","63,21428571"
2021-02-20,2,Menorca,,,,0,,3,3,93397,,,29,"31,05",4,"4,28","0,46%","1,31%",,,"3,357142857","2,071428571"
2021-02-20,3,Eivissa,,,,7,,69,16,147914,,,443,"299,50",169,"114,26","6,60%","5,74%",,,61,"31,64285714"
2021-02-20,4,Formentera,,,,0,,,,12111,,,13,"107,34",3,"24,77","3,45%",,,,,
2021-02-21,0,Illes_Balears,39,1,1519,30,"1,97%",153,65,1149460,1667,"145,02",1369,"119,10",558,"48,54","2,70%","3,10%",2955,"43,50","151,5","97,78571429"
2021-02-21,1,Mallorca,,,,28,,80,48,896038,,,872,"97,32",375,"41,85","2,49%","2,78%",,,"90,21428571","62,28571429"
2021-02-21,2,Menorca,,,,0,,3,3,93397,,,27,"28,91",4,"4,28","0,46%","1,26%",,,3,"1,928571429"
2021-02-21,3,Eivissa,,,,2,,70,14,147914,,,436,"294,77",163,"110,20","6,39%","6,95%",,,"58,28571429","31,14285714"
2021-02-21,4,Formentera,,,,0,,,,12111,,,13,"107,34",3,"24,77","3,45%",,,,,
2021-02-22,0,Illes_Balears,51,3,3296,53,"1,61%",146,60,1149460,1553,"135,11",1283,"111,62",486,"42,28","2,37%","2,94%",2929,"40,89",145,"91,64285714"
2021-02-22,1,Mallorca,,,,38,,76,45,896038,,,842,"93,97",335,"37,39","2,23%","2,67%",,,"86,57142857","60,14285714"
2021-02-22,2,Menorca,,,,0,,2,2,93397,,,24,"25,70",3,"3,21","0,37%","1,19%",,,"2,785714286","1,714285714"
2021-02-22,3,Eivissa,,,,13,,68,13,147914,,,387,"261,64",134,"90,59","5,44%","6,74%",,,"55,64285714","27,64285714"
2021-02-22,4,Formentera,,,,1,,,,12111,,,9,"74,31",4,"33,03","4,82%",,,,,
2021-02-23,0,Illes_Balears,66,7,2959,60,"2,03%",135,58,1149460,1438,"125,10",1157,"100,66",455,"39,58","2,24%","2,72%",2907,"42,63","139,1428571","82,64285714"
2021-02-23,1,Mallorca,,,,37,,69,43,896038,,,776,"86,60",319,"35,60","2,13%","2,51%",,,"83,42857143","55,42857143"
2021-02-23,2,Menorca,,,,2,,2,2,93397,,,18,"19,27",5,"5,35","0,63%","0,90%",,,"2,571428571","1,285714286"
2021-02-23,3,Eivissa,,,,20,,64,13,147914,,,335,"226,48",120,"81,13","4,95%","6,39%",,,"53,14285714","23,92857143"
2021-02-23,4,Formentera,,,,0,,,,12111,,,7,"57,80",1,"8,26","1,41%",,,,,
2021-02-24,0,Illes_Balears,61,9,3292,60,"1,82%",131,60,1149460,1337,"116,32",1113,"96,83",425,"36,97","2,11%","2,63%",2876,"45,24",133,"79,5"
2021-02-24,1,Mallorca,,,,45,,69,44,896038,,,745,"83,14",307,"34,26","2,06%","2,39%",,,"79,85714286","53,21428571"
2021-02-24,2,Menorca,,,,1,,2,2,93397,,,16,"17,13",3,"3,21","0,39%","0,86%",,,"2,357142857","1,142857143"
2021-02-24,3,Eivissa,,,,10,,60,14,147914,,,320,"216,34",100,"67,61","4,16%","6,41%",,,"50,78571429","22,85714286"
2021-02-24,4,Formentera,,,,0,,,,12111,,,7,"57,80",1,"8,26","1,67%",,,,,
2021-02-25,0,Illes_Balears,57,7,2122,64,"3,02%",116,60,1149460,1254,"109,09",1064,"92,57",407,"35,41","2,15%","2,64%",2702,"46,98","127,4285714",76
2021-02-25,1,Mallorca,,,,51,,60,45,896038,,,737,"82,25",295,"32,92","2,12%","2,50%",,,"76,78571429","52,64285714"
2021-02-25,2,Menorca,,,,0,,2,2,93397,,,11,"11,78",3,"3,21","0,39%","0,65%",,,"2,142857143","0,7857142857"
2021-02-25,3,Eivissa,,,,10,,54,13,147914,,,286,"193,36",92,"62,20","4,21%","5,98%",,,"48,5","20,42857143"
2021-02-25,4,Formentera,,,,1,,,,12111,,,7,"57,80",2,"16,51","3,28%",,,,,
2021-02-26,0,Illes_Balears,80,8,2737,72,"2,63%",101,53,1149460,1202,"104,57",991,"86,21",394,"34,28","2,15%","2,51%",2620,"49,59","122,8571429","70,78571429"
2021-02-26,1,Mallorca,,,,49,,53,40,896038,,,688,"76,78",292,"32,59","2,14%","2,38%",,,"74,14285714","49,14285714"
2021-02-26,2,Menorca,,,,0,,2,2,93397,,,9,"9,64",3,"3,21","0,40%","0,55%",,,"1,928571429","0,6428571429"
2021-02-26,3,Eivissa,,,,21,,46,11,147914,,,264,"178,48",83,"56,11","4,05%","5,59%",,,"46,78571429","18,85714286"
2021-02-26,4,Formentera,,,,0,,,,12111,,,5,"41,28",2,"16,51","3,51%",,,,,
2021-02-27,0,Illes_Balears,55,5,1743,34,"1,95%",98,50,1149460,1140,"99,18",951,"82,73",373,"32,45","2,11%","2,47%",2524,"50,46","118,8571429","67,92857143"
2021-02-27,1,Mallorca,,,,31,,54,37,896038,,,667,"74,44",279,"31,14","2,11%","2,35%",,,"71,78571429","47,64285714"
2021-02-27,2,Menorca,,,,1,,2,2,93397,,,8,"8,57",4,"4,28","0,56%","0,51%",,,"1,714285714","0,5714285714"
2021-02-27,3,Eivissa,,,,1,,42,11,147914,,,246,"166,31",77,"52,06","4,18%","5,59%",,,"45,35714286","17,57142857"
2021-02-27,4,Formentera,,,,0,,,,12111,,,5,"41,28",2,"16,51","3,57%",,,,,
2021-02-28,0,Illes_Balears,38,5,1662,40,"2,41%",101,51,1149460,1066,"92,74",941,"81,86",383,"33,32","2,15%","2,44%",2544,"49,59","114,6428571","67,21428571"
2021-02-28,1,Mallorca,,,,36,,57,37,896038,,,662,"73,88",287,"32,03","2,20%","2,35%",,,"69,28571429","47,28571429"
2021-02-28,2,Menorca,,,,0,,2,2,93397,,,8,"8,57",4,"4,28","0,56%","0,51%",,,"1,5","0,5714285714"
2021-02-28,3,Eivissa,,,,4,,42,12,147914,,,242,"163,61",79,"53,41","3,86%","5,26%",,,"43,85714286","17,28571429"
2021-02-28,4,Formentera,,,,0,,,,12111,,,5,"41,28",2,"16,51","2,17%",,,,,
2021-03-01,0,Illes_Balears,32,0,1428,27,"1,89%",103,49,1149460,970,"84,39",843,"73,34",357,"31,06","2,24%","2,31%",2278,"46,11","109,6428571","60,21428571"
2021-03-01,1,Mallorca,,,,27,,56,34,896038,,,611,"68,19",276,"30,80","2,35%","2,28%",,,"66,64285714","43,64285714"
2021-03-01,2,Menorca,,,,0,,2,2,93397,,,7,"7,49",4,"4,28","0,61%","0,48%",,,"1,214285714","0,5"
2021-03-01,3,Eivissa,,,,0,,45,13,147914,,,200,"135,21",66,"44,62","3,97%","4,85%",,,"41,78571429","14,28571429"
2021-03-01,4,Formentera,,,,0,,,,12111,,,5,"41,28",1,"8,26","1,33%",,,,,
2021-03-02,0,Illes_Balears,40,2,3023,41,"1,36%",101,41,1149460,881,"76,64",793,"68,99",338,"29,41","2,11%","2,18%",2287,"46,11","105,5714286","56,64285714"
2021-03-02,1,Mallorca,,,,31,,56,26,896038,,,589,"65,73",270,"30,13","2,26%","2,19%",,,"64,5","42,07142857"
2021-03-02,2,Menorca,,,,0,,1,2,93397,,,7,"7,49",2,"2,14","0,35%","0,51%",,,1,"0,5"
2021-03-02,3,Eivissa,,,,6,,44,13,147914,,,172,"116,28",52,"35,16","3,27%","4,28%",,,"40,07142857","12,28571429"
2021-03-02,4,Formentera,,,,0,,,,12111,,,2,"16,51",1,"8,26","1,30%",,,,,
2021-03-03,0,Illes_Balears,50,2,2934,38,"1,30%",97,41,1149460,813,"70,73",741,"64,47",316,"27,49","2,02%","2,07%",2236,"45,24","101,7857143","52,92857143"
2021-03-03,1,Mallorca,,,,30,,55,26,896038,,,562,"62,72",255,"28,46","2,18%","2,11%",,,"62,5","40,14285714"
2021-03-03,2,Menorca,,,,2,,1,1,93397,,,6,"6,42",3,"3,21","0,50%","0,44%",,,"0,8571428571","0,4285714286"
2021-03-03,3,Eivissa,,,,4,,41,14,147914,,,146,"98,71",46,"31,10","3,16%","3,79%",,,"38,42857143","10,42857143"
2021-03-03,4,Formentera,,,,0,,,,12111,,,2,"16,51",1,"8,26","1,28%",,,,,
2021-03-04,0,Illes_Balears,52,1,2727,36,"1,32%",79,40,1149460,773,"67,25",695,"60,46",288,"25,06","1,77%","1,98%",2322,"43,50","99,35714286","49,64285714"
2021-03-04,1,Mallorca,,,,34,,44,27,896038,,,533,"59,48",238,"26,56","1,94%","2,03%",,,"61,14285714","38,07142857"
2021-03-04,2,Menorca,,,,0,,1,1,93397,,,6,"6,42",3,"3,21","0,51%","0,44%",,,"0,7142857143","0,4285714286"
2021-03-04,3,Eivissa,,,,1,,34,12,147914,,,129,"87,21",37,"25,01","2,49%","3,52%",,,"37,5","9,214285714"
2021-03-04,4,Formentera,,,,0,,,,12111,,,2,"16,51",0,"0,00","0,00%",,,,,
2021-03-05,0,Illes_Balears,30,1,2629,53,"2,02%",79,39,1149460,716,"62,29",663,"57,68",269,"23,40","1,67%","1,92%",2307,"44,37","96,78571429","47,35714286"
2021-03-05,1,Mallorca,,,,37,,46,26,896038,,,518,"57,81",226,"25,22","1,84%","2,00%",,,"59,64285714",37
2021-03-05,2,Menorca,,,,1,,0,1,93397,,,7,"7,49",4,"4,28","0,70%","0,53%",,,"0,6428571429","0,5"
2021-03-05,3,Eivissa,,,,14,,33,12,147914,,,113,"76,40",30,"20,28","2,14%","3,28%",,,"36,5","8,071428571"
2021-03-05,4,Formentera,,,,0,,,,12111,,,2,"16,51",0,"0,00","0,00%",,,,,
2021-03-06,0,Illes_Balears,47,0,2507,26,"1,04%",78,40,1149460,698,"60,72",634,"55,16",261,"22,71","1,54%","1,83%",2416,"44,37","94,21428571","45,28571429"
2021-03-06,1,Mallorca,,,,22,,44,27,896038,,,496,"55,35",217,"24,22","1,71%","1,91%",,,"58,21428571","35,42857143"
2021-03-06,2,Menorca,,,,0,,0,1,93397,,,7,"7,49",3,"3,21","0,46%","0,52%",,,"0,5714285714","0,5"
2021-03-06,3,Eivissa,,,,2,,34,12,147914,,,108,"73,02",31,"20,96","1,90%","3,11%",,,"35,42857143","7,714285714"
2021-03-06,4,Formentera,,,,0,,,,12111,,,2,"16,51",0,"0,00","0,00%",,,,,
2021-03-07,0,Illes_Balears,23,0,1294,27,"2,09%",76,38,1149460,682,"59,33",631,"54,90",248,"21,58","1,50%","1,84%",2363,"43,50","91,85714286","45,07142857"
2021-03-07,1,Mallorca,,,,23,,42,25,896038,,,491,"54,80",204,"22,77","1,62%","1,92%",,,"57,07142857","35,07142857"
2021-03-07,2,Menorca,,,,0,,0,1,93397,,,7,"7,49",3,"3,21","0,41%","0,49%",,,"0,5","0,5"
2021-03-07,3,Eivissa,,,,2,,34,12,147914,,,108,"73,02",29,"19,61","2,05%","3,12%",,,"34,28571429","7,714285714"
2021-03-07,4,Formentera,,,,0,,,,12111,,,2,"16,51",0,"0,00","0,00%",,,,,
2021-03-08,0,Illes_Balears,38,1,2273,38,"1,67%",81,34,1149460,669,"58,20",616,"53,59",259,"22,53","1,49%","1,85%",2484,"41,76","89,92857143",44
2021-03-08,1,Mallorca,,,,30,,49,21,896038,,,483,"53,90",207,"23,10","1,58%","1,94%",,,"56,14285714","34,5"
2021-03-08,2,Menorca,,,,2,,0,1,93397,,,9,"9,64",5,"5,35","0,65%","0,63%",,,"0,4285714286","0,6428571429"
2021-03-08,3,Eivissa,,,,3,,32,12,147914,,,98,"66,25",32,"21,63","2,02%","3,02%",,,"33,35714286",7
2021-03-08,4,Formentera,,,,0,,,,12111,,,1,"8,26",0,"0,00","0,00%",,,,,
2021-03-09,0,Illes_Balears,38,0,3304,41,"1,24%",77,34,1149460,641,"55,77",597,"51,94",259,"22,53","1,47%","1,77%",2524,"35,67","87,71428571","42,64285714"
2021-03-09,1,Mallorca,,,,29,,47,21,896038,,,475,"53,01",205,"22,88","1,56%","1,89%",,,55,"33,92857143"
2021-03-09,2,Menorca,,,,1,,0,1,93397,,,8,"8,57",6,"6,42","0,76%","0,59%",,,"0,3571428571","0,5714285714"
2021-03-09,3,Eivissa,,,,10,,30,12,147914,,,88,"59,49",36,"24,34","2,03%","2,61%",,,"32,35714286","6,285714286"
2021-03-09,4,Formentera,,,,0,,,,12111,,,1,"8,26",0,"0,00","0,00%",,,,,
2021-03-10,0,Illes_Balears,40,1,2933,36,"1,23%",73,32,1149460,620,"53,94",573,"49,85",257,"22,36","1,45%","1,72%",2524,"28,71","85,78571429","40,92857143"
2021-03-10,1,Mallorca,,,,29,,43,20,896038,,,459,"51,23",204,"22,77","1,58%","1,87%",,,"54,07142857","32,78571429"
2021-03-10,2,Menorca,,,,1,,1,0,93397,,,8,"8,57",5,"5,35","0,64%","0,58%",,,"0,2857142857","0,5714285714"
2021-03-10,3,Eivissa,,,,5,,29,12,147914,,,83,"56,11",37,"25,01","1,79%","2,36%",,,"31,42857143","5,928571429"
2021-03-10,4,Formentera,,,,0,,,,12111,,,1,"8,26",0,"0,00","0,00%",,,,,
2021-03-11,0,Illes_Balears,42,0,2450,30,"1,22%",68,30,1149460,605,"52,63",539,"46,89",251,"21,84","1,44%","1,60%",2484,"22,62","84,28571429","38,5"
2021-03-11,1,Mallorca,,,,24,,43,19,896038,,,432,"48,21",194,"21,65","1,55%","1,74%",,,"53,35714286","30,85714286"
2021-03-11,2,Menorca,,,,0,,1,0,93397,,,8,"8,57",5,"5,35","0,65%","0,59%",,,"0,2142857143","0,5714285714"
2021-03-11,3,Eivissa,,,,3,,24,11,147914,,,76,"51,38",39,"26,37","1,81%","2,09%",,,"30,71428571","5,428571429"
2021-03-11,4,Formentera,,,,0,,,,12111,,,0,"0,00",0,"0,00","0,00%",,,,,
2021-03-12,0,Illes_Balears,34,2,3110,34,"1,09%",59,31,1149460,559,"48,63",501,"43,59",232,"20,18","1,30%","1,47%",2553,"17,40","82,85714286","35,78571429"
2021-03-12,1,Mallorca,,,,28,,36,20,896038,,,411,"45,87",185,"20,65","1,42%","1,63%",,,"52,71428571","29,35714286"
2021-03-12,2,Menorca,,,,0,,1,0,93397,,,8,"8,57",4,"4,28","0,50%","0,58%",,,"0,1428571429","0,5714285714"
2021-03-12,3,Eivissa,,,,2,,22,11,147914,,,57,"38,54",27,"18,25","1,25%","1,60%",,,30,"4,071428571"
2021-03-12,4,Formentera,,,,0,,,,12111,,,0,"0,00",0,"0,00","0,00%",,,,,
2021-03-13,0,Illes_Balears,34,0,2223,29,"1,30%",61,31,1149460,538,"46,80",496,"43,15",235,"20,44","1,34%","1,44%",2512,"13,05","81,28571429","35,42857143"
2021-03-13,1,Mallorca,,,,25,,39,19,896038,,,405,"45,20",188,"20,98","1,47%","1,59%",,,"51,92857143","28,92857143"
2021-03-13,2,Menorca,,,,0,,1,0,93397,,,7,"7,49",4,"4,28","0,53%","0,50%",,,"0,07142857143","0,5"
2021-03-13,3,Eivissa,,,,3,,21,12,147914,,,59,"39,89",28,"18,93","1,29%","1,55%",,,"29,28571429","4,214285714"
2021-03-13,4,Formentera,,,,0,,,,12111,,,0,"0,00",0,"0,00","0,00%",,,,,
2021-03-14,0,Illes_Balears,21,0,1155,22,"1,90%",60,33,1149460,521,"45,33",478,"41,58",230,"20,01","1,32%","1,41%",2493,"8,70","79,85714286","34,14285714"
2021-03-14,1,Mallorca,,,,13,,38,21,896038,,,382,"42,63",178,"19,87","1,41%","1,52%",,,"51,14285714","27,28571429"
2021-03-14,2,Menorca,,,,0,,1,0,93397,,,7,"7,49",4,"4,28","0,59%","0,50%",,,0,"0,5"
2021-03-14,3,Eivissa,,,,5,,21,12,147914,,,60,"40,56",31,"20,96","1,42%","1,67%",,,"28,71428571","4,285714286"
2021-03-14,4,Formentera,,,,0,,,,12111,,,0,"0,00",0,"0,00","0,00%",,,,,
2021-03-15,0,Illes_Balears,33,4,2601,32,"1,23%",53,29,1149460,522,"45,41",483,"42,02",224,"19,49","1,26%","1,37%",2539,"12,18","79,14285714","34,5"
2021-03-15,1,Mallorca,,,,28,,33,20,896038,,,383,"42,74",176,"19,64","1,36%","1,47%",,,"50,57142857","27,35714286"
2021-03-15,2,Menorca,,,,1,,0,0,93397,,,8,"8,57",3,"3,21","0,49%","0,58%",,,0,"0,5714285714"
2021-03-15,3,Eivissa,,,,2,,20,9,147914,,,62,"41,92",30,"20,28","1,31%","1,60%",,,"28,57142857","4,428571429"
2021-03-15,4,Formentera,,,,1,,,,12111,,,1,"8,26",1,"8,26","1,32%",,,,,
2021-03-16,0,Illes_Balears,43,3,3023,44,"1,46%",57,28,1149460,525,"45,67",486,"42,28",227,"19,75","1,30%","1,38%",2499,"13,05","78,07142857","34,71428571"
2021-03-16,1,Mallorca,,,,33,,32,20,896038,,,385,"42,97",180,"20,09","1,41%","1,49%",,,"49,92857143","27,5"
2021-03-16,2,Menorca,,,,4,,0,0,93397,,,12,"12,85",6,"6,42","0,74%","0,75%",,,0,"0,8571428571"
2021-03-16,3,Eivissa,,,,1,,25,8,147914,,,57,"38,54",21,"14,20","1,02%","1,49%",,,"28,14285714","4,071428571"
2021-03-16,4,Formentera,,,,1,,,,12111,,,2,"16,51",2,"16,51","2,44%",,,,,
2021-03-17,0,Illes_Balears,53,8,3048,58,"1,90%",56,29,1149460,528,"45,93",506,"44,02",249,"21,66","1,41%","1,43%",2516,"18,27",77,"36,14285714"
2021-03-17,1,Mallorca,,,,46,,32,21,896038,,,401,"44,75",197,"21,99","1,51%","1,55%",,,"49,21428571","28,64285714"
2021-03-17,2,Menorca,,,,5,,0,0,93397,,,15,"16,06",10,"10,71","1,20%","0,93%",,,0,"1,071428571"
2021-03-17,3,Eivissa,,,,4,,24,8,147914,,,57,"38,54",20,"13,52","1,09%","1,46%",,,"27,78571429","4,071428571"
2021-03-17,4,Formentera,,,,0,,,,12111,,,2,"16,51",2,"16,51","2,90%",,,,,
2021-03-18,0,Illes_Balears,59,5,2775,49,"1,77%",57,28,1149460,535,"46,54",519,"45,15",268,"23,32","1,49%","1,47%",2562,"21,75","75,92857143","37,07142857"
2021-03-18,1,Mallorca,,,,47,,32,20,896038,,,414,"46,20",220,"24,55","1,66%","1,61%",,,"48,57142857","29,57142857"
2021-03-18,2,Menorca,,,,0,,0,0,93397,,,15,"16,06",10,"10,71","1,22%","0,94%",,,0,"1,071428571"
2021-03-18,3,Eivissa,,,,1,,25,8,147914,,,57,"38,54",18,"12,17","0,98%","1,43%",,,"27,35714286","4,071428571"
2021-03-18,4,Formentera,,,,0,,,,12111,,,2,"16,51",2,"16,51","2,86%",,,,,
2021-03-19,0,Illes_Balears,58,6,3032,68,"2,24%",55,27,1149460,563,"48,98",534,"46,46",302,"26,27","1,69%","1,49%",2551,"26,10","74,71428571","38,14285714"
2021-03-19,1,Mallorca,,,,57,,31,20,896038,,,434,"48,44",249,"27,79","1,89%","1,66%",,,"47,92857143",31
2021-03-19,2,Menorca,,,,2,,0,0,93397,,,16,"17,13",12,"12,85","1,42%","0,97%",,,0,"1,142857143"
2021-03-19,3,Eivissa,,,,4,,24,7,147914,,,47,"31,78",20,"13,52","1,04%","1,15%",,,"26,78571429","3,357142857"
2021-03-19,4,Formentera,,,,1,,,,12111,,,3,"24,77",3,"24,77","4,29%",,,,,
2021-03-20,0,Illes_Balears,0,0,2399,38,"1,58%",55,27,1149460,516,"44,89",546,"47,50",311,"27,06","1,72%","1,53%",2576,"26,10","73,5",39
2021-03-20,1,Mallorca,,,,31,,31,20,896038,,,443,"49,44",255,"28,46","1,91%","1,70%",,,"47,28571429","31,64285714"
2021-03-20,2,Menorca,,,,4,,0,0,93397,,,20,"21,41",16,"17,13","1,79%","1,21%",,,0,"1,428571429"
2021-03-20,3,Eivissa,,,,1,,24,7,147914,,,46,"31,10",18,"12,17","0,98%","1,15%",,,"26,21428571","3,285714286"
2021-03-20,4,Formentera,,,,0,,,,12111,,,3,"24,77",3,"24,77","3,41%",,,,,
2021-03-21,0,Illes_Balears,90,5,1410,30,"2,13%",54,27,1149460,583,"50,72",549,"47,76",319,"27,75","1,74%","1,54%",2613,"30,45","72,57142857","39,21428571"
2021-03-21,1,Mallorca,,,,26,,31,20,896038,,,446,"49,77",268,"29,91","1,97%","1,70%",,,47,"31,85714286"
2021-03-21,2,Menorca,,,,0,,0,0,93397,,,20,"21,41",16,"17,13","1,79%","1,27%",,,0,"1,428571429"
2021-03-21,3,Eivissa,,,,0,,23,7,147914,,,44,"29,75",13,"8,79","0,71%","1,10%",,,"25,57142857","3,142857143"
2021-03-21,4,Formentera,,,,0,,,,12111,,,3,"24,77",3,"24,77","3,33%",,,,,
2021-03-22,0,Illes_Balears,42,6,2733,37,"1,35%",63,25,1149460,587,"51,07",548,"47,67",324,"28,19","1,76%","1,51%",2631,"34,80","71,28571429","39,14285714"
2021-03-22,1,Mallorca,,,,28,,38,19,896038,,,444,"49,55",268,"29,91","1,96%","1,67%",,,"46,42857143","31,71428571"
2021-03-22,2,Menorca,,,,1,,0,0,93397,,,19,"20,34",16,"17,13","1,63%","1,19%",,,0,"1,357142857"
2021-03-22,3,Eivissa,,,,1,,25,6,147914,,,42,"28,39",12,"8,11","0,70%","1,05%",,,"24,85714286",3
2021-03-22,4,Formentera,,,,0,,,,12111,,,3,"24,77",2,"16,51","2,44%",,,,,
2021-03-23,0,Illes_Balears,44,4,3377,57,"1,69%",57,23,1149460,593,"51,59",564,"49,07",337,"29,32","1,80%","1,56%",2682,"38,28","70,35714286","40,28571429"
2021-03-23,1,Mallorca,,,,49,,35,17,896038,,,464,"51,78",284,"31,70","2,02%","1,73%",,,"46,07142857","33,14285714"
2021-03-23,2,Menorca,,,,1,,0,0,93397,,,19,"20,34",13,"13,92","1,55%","1,15%",,,0,"1,357142857"
2021-03-23,3,Eivissa,,,,4,,22,6,147914,,,36,"24,34",15,"10,14","0,85%","0,94%",,,"24,28571429","2,571428571"
2021-03-23,4,Formentera,,,,0,,,,12111,,,3,"24,77",1,"8,26","1,20%",,,,,
2021-03-24,0,Illes_Balears,49,1,2743,42,"1,53%",55,23,1149460,602,"52,37",570,"49,59",321,"27,93","1,74%","1,58%",2638,"38,28","69,21428571","40,71428571"
2021-03-24,1,Mallorca,,,,32,,33,17,896038,,,467,"52,12",270,"30,13","1,97%","1,74%",,,"45,42857143","33,35714286"
2021-03-24,2,Menorca,,,,3,,0,0,93397,,,21,"22,48",11,"11,78","1,30%","1,25%",,,0,"1,5"
2021-03-24,3,Eivissa,,,,3,,22,6,147914,,,34,"22,99",14,"9,46","0,79%","0,94%",,,"23,78571429","2,428571429"
2021-03-24,4,Formentera,,,,0,,,,12111,,,3,"24,77",1,"8,26","1,00%",,,,,
2021-03-25,0,Illes_Balears,45,0,2879,48,"1,67%",54,23,1149460,605,"52,63",588,"51,15",320,"27,84","1,72%","1,61%",2653,"38,28","68,14285714",42
2021-03-25,1,Mallorca,,,,37,,35,17,896038,,,480,"53,57",260,"29,02","1,89%","1,78%",,,"44,64285714","34,28571429"
2021-03-25,2,Menorca,,,,2,,0,0,93397,,,23,"24,63",13,"13,92","1,37%","1,30%",,,0,"1,642857143"
2021-03-25,3,Eivissa,,,,3,,19,6,147914,,,34,"22,99",16,"10,82","1,01%","0,99%",,,"23,5","2,428571429"
2021-03-25,4,Formentera,,,,0,,,,12111,,,3,"24,77",1,"8,26","1,10%",,,,,
